,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.5288742,0.1362065,0.2620606,0.29234558,-0.22707643,0.2946198,-0.040975455,0.04240081,0.17048208,-0.24929562,0.12106663,0.18853681,0.28012258,-0.25407144,-0.33810169,-0.2434264,0.2970749,-0.29004517,0.060127288,0.18930118,-0.3448189,-0.24669287,0.078532495,0.28243524,-0.39114308,0.07575008,0.05427648,0.15026186,-0.25824556,0.20006052,-0.5396901,0.32131645
1,0.052845277,0.21011592,0.32184052,-0.12045305,0.14518082,0.33508945,0.1848199,-0.32770398,0.254955,-0.03251456,0.19229427,0.14409089,0.25672546,-0.022912087,0.0041349507,0.12864599,0.31512207,0.15399076,0.19760767,0.25875413,0.22467779,0.18663044,0.27320555,0.34572604,0.18785502,0.22781909,0.27427098,0.20049217,0.25091258,0.258668,0.043797128,-0.1986851
2,0.11080411,-0.37632897,-0.51859033,-0.3835021,0.07606075,-0.4696443,0.217137,0.08618479,-0.43826875,-0.30621445,-0.33802468,-0.4227086,-0.3691853,-0.060095623,0.013911031,0.031007757,-0.5163781,-0.056143656,-0.3534092,-0.39932016,-0.0283629,-0.11630148,-0.4188631,-0.49374834,-0.020387197,-0.34638909,0.16724819,-0.38913968,-0.057717513,-0.46803758,0.0527836,0.33816326
3,-0.12322076,0.33128408,0.21517298,0.13438141,-0.1312783,0.145419,0.083974876,0.41114455,0.29512948,-0.02261068,0.2894409,0.20330222,0.27691767,-0.30605865,-0.13893461,-0.23743644,0.2785309,-0.3960345,0.3203778,0.28514215,-0.26990753,-0.23511522,0.2469247,0.1852264,0.086368166,0.28825083,-0.1415724,0.29313123,-0.16270499,0.16935377,-0.21319515,-0.13985755
4,-0.3051218,0.19973265,0.32627225,-0.18766423,-0.19188322,0.3086025,-0.03201596,0.09411665,0.18700251,-0.011937348,0.16925585,0.18289548,0.22539306,-0.1782263,-0.12472553,-0.13952456,0.19960478,-0.22376677,0.21232568,0.2415665,-0.19937992,-0.111472726,0.23991331,0.29788145,-0.15515862,0.21137607,-0.35413006,0.19933484,-0.17486143,0.2876202,-0.40062088,-0.12246985
5,-0.29888803,0.17998089,0.22555198,0.58096343,-0.07751663,0.170111,-0.10630564,-0.33701804,0.118721314,0.14677207,0.17227882,0.2223279,0.091593385,-0.3774406,-0.31218937,-0.31711635,0.26226613,-0.4568459,0.20558093,0.0995662,-0.16285555,-0.19084693,0.20616119,0.28542033,-0.21788353,0.18551403,-0.13892698,0.2158553,-0.23993728,0.28678158,-0.5427521,-0.0623615
6,-0.42697364,0.13750409,0.057233047,0.09719736,-0.27478975,-0.022345731,-0.2512552,0.5608933,0.010818098,0.033088695,0.1450063,0.08817278,-0.07971944,0.05875305,0.057209175,0.01596453,0.10160411,-0.06890402,0.2059651,0.008221854,-0.036736663,0.062512964,0.11140371,0.03421967,-0.2661644,0.14436686,-0.18933254,0.10310728,-0.107443795,0.057074998,-0.179963,-0.21460068
7,-0.17368084,0.21694677,0.19329786,0.28492445,-0.4399303,0.16115682,-0.615478,0.38299298,0.14430392,0.059719626,0.20536932,0.07474377,0.13094364,0.007304178,0.0383349,0.085635856,0.16538529,0.020022394,0.29328275,0.1563348,-0.27797005,-0.5364184,0.21158938,0.19254442,-0.5141068,0.22300789,-0.37172174,0.13169573,-0.15881129,0.110025726,-0.09133855,-0.34906194
8,0.0660033,0.20090437,0.09833702,0.28171745,0.12904398,0.07101221,-0.059156574,0.1841527,0.16589347,-0.12442128,0.16322267,0.07156437,0.11448195,-0.027353255,0.008514681,0.09742424,0.13999605,0.12508771,0.21865088,0.1666739,0.20393218,0.18946028,0.06988945,0.12345887,0.21094202,0.18050985,0.21562178,0.13634592,0.24664228,0.012823896,0.12650281,-0.10088173
9,-0.014993252,0.23081674,0.27228728,0.14870472,0.102975346,0.23749992,-0.23820888,-0.22036166,0.30445862,-0.028888827,0.18834029,0.2594929,0.24198897,0.18400212,0.22353493,0.2653476,0.18463573,0.26184794,0.26423785,0.20849492,0.14441977,0.080429606,0.27835295,0.25165474,0.07644811,0.2459322,-0.118395634,0.24611522,0.12937449,0.30810696,0.05933404,-0.4693459
